measure,correct_label,label,message
TN,ham,ham,ok ksry knw sivatats askd
TN,ham,ham,sorry ill call later
TN,ham,ham,u horrible gal u knew dat going wif yest n u still come n ask
TN,ham,ham,otherwise part time job natuition
TN,ham,ham,oh yeah diet flew window
FN,spam,ham,santa calling would little ones like call santa xmas eve call book time
TN,ham,ham,didnt complete gist oh
TN,ham,ham,er yeah b sorry tell pubcafe sit come wen u
TN,ham,ham,make time tonight whenever cool text whenever youre around
TN,ham,ham,wasnt paying attention
TN,ham,ham,thanx lot ur help
TN,ham,ham,youre gon na way specific
TN,ham,ham,jesus armand really trying tell everybody find
TN,ham,ham,im wif buying tix lar
TN,ham,ham,mode men left
TN,ham,ham,slow using biolas fne
TN,ham,ham,youdoing later sar xxx
TN,ham,ham,hey ive booked lessons sun liao
TN,ham,ham,thank generally date brothas
TN,ham,ham,way make sure u get train worc foregate street shrub hill fun night x
TN,ham,ham,thought id get watch cos thats kind thing u loves much
TP,spam,spam,guaranteed award maybe even cash claim ur award call free legitimat efreefone number wat u think
TN,ham,ham,good morning repair shopthe reason im hour
TN,ham,ham,thats fine got enough bud last night least
TN,ham,ham,back good journey let know need receipts shall tell like pendent
TN,ham,ham,takes away money worries
TN,ham,ham,aight pick open tonight
FN,spam,ham,latest news police station toilet stolen cops nothing go
TN,ham,ham,sac needs carry
TN,ham,ham,sing hu think also important find someone female know place well preferably citizen also smart help navigate even things like choosing phone plan require guidance doubt ask especially girls
TN,ham,ham,hello wats talks email address
TN,ham,ham,except theres chick huge boobs
TN,ham,ham,im wondering right
TN,ham,ham,wishing beautiful day moment revealing even things keep smiling enjoy
FN,spam,ham,sparkling shopping breaks per person call visit wwwshortbreaksorguk
TN,ham,ham,arun u transfr amt
TN,ham,ham,sorry ill call later
TN,ham,ham,hear loud scream ltgt minutes cause gyno shoving things dont belong
TP,spam,spam,december mobile entitled update latest colour camera mobile free call mobile update co free
TN,ham,ham,ok thk got u wan come wat
TP,spam,spam,txt call claim reward hours talk time use phone inc stoptxtstop wwwgambtv
TN,ham,ham,u goin
TN,ham,ham,treasure every moment spend together
TN,ham,ham,shall bring us bottle wine keep us amused joking iÃ»ll bring one anyway
TP,spam,spam,httptms widelivecomindex c ringtoneÃ¥Ã¡
TP,spam,spam,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop notxtcouk
TP,spam,spam,urgent last weekends draw shows cash spanish holiday call claim tc rstm
TN,ham,ham,ok lor
TN,ham,ham,thought slide enough
TN,ham,ham,yup
TN,ham,ham,well obviously people cool college life went home
TN,ham,ham,ok lor reaching message
TN,ham,ham,wheres mummys boy good bad positive negative mummy made wait hmmmm
FP,ham,spam,dhoni luck win big titleso win
TN,ham,ham,yes princess want please every night wish command
TN,ham,ham,todaysundaysunday holidayso work
TN,ham,ham,probably ltgt
TN,ham,ham,really hope work doesnt get stressful day
TN,ham,ham,seen whos back holby
TN,ham,ham,shall call dear food
TP,spam,spam,urgent trying contact last weekends draw shows u prize guaranteed call claim code valid pm
TN,ham,ham,li hai bored da lecturer repeating last weeks stuff waste time
TN,ham,ham,picking various points going yeovil motor project hours u take home max easy
TN,ham,ham,also fuck family going rhode island wherever fuck leaving alone week new bong gt
TN,ham,ham,ofcourse also upload songs
TP,spam,spam,per min call germany bt line per min check planettalkinstantcom info ts cs text stop opt
TN,ham,ham,k sent
TN,ham,ham,oh thanks loti already bought eggs
TN,ham,ham,k sent
TN,ham,ham,u studying sch going home anyway ill b going sch later
TP,spam,spam,marvel mobile play official ultimate spiderman game ur mobile right text spider game send u free wallpaper
TN,ham,ham,think rule tamilnaduthen tough people
TN,ham,ham,cool shall go see go tip anyway home got something drop later lets go town tonight maybe mum take us
TN,ham,ham,good afternoon love goes day sleep hope well boytoy think
TN,ham,ham,yes trust u buy new stuff asap try
TP,spam,spam,sms services inclusive text credits pls goto wwwcomuknet login unsubscribe stop extra charge help
TN,ham,ham,wake gt
TN,ham,ham,get step outta way congrats
TN,ham,ham,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night
TP,spam,spam,private account statement shows unredeemed points call identifier code expires
TN,ham,ham,apo mokka players
TN,ham,ham,perhaps much easy give account identification tomorrow uni
TN,ham,ham,wait msg ltgt min
TN,ham,ham,told tell stupid hear wont tell anything dad called brother spoken
TN,ham,ham,gods love limit gods grace measure gods power boundaries may u gods endless blessings always ur life gud
TN,ham,ham,want inside every night
TN,ham,ham,machan go gym tomorrow wil come late goodnight
TN,ham,ham,lol mad first woke gave
TN,ham,ham,went project centre
TN,ham,ham,itÃ»s reassuring crazy world
TN,ham,ham,making dinner
TN,ham,ham,yes please leave ltgt ltgt leave
TN,ham,ham,oh okie lorwe go sat
TN,ham,ham,great role model giving much really wish day miracle god reason everything must say wish knew dont ive looked since young still great day
TN,ham,ham,ya im referin meis ex wat ah waitin u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards
TN,ham,ham,miles smiles r made frm letters u know difference smile ur face keeps happy even though miles away u keep smiling good nyt
TN,ham,ham,way ive put skip right outside front house see house pull
TN,ham,ham,pls send company name saibaba colany
TN,ham,ham,dont want hear anything
TN,ham,ham,big chic common declare
TN,ham,ham,thats cool want please
TN,ham,ham,going join tomorrow
TP,spam,spam,awarded sipix digital camera call landline delivery within cs warranty p
TN,ham,ham,want tell bad feel basically times text lately need drugs
TP,spam,spam,private account statement shows unredeemed sim points call identifier code expires
TN,ham,ham,total disappointment texted craziest shit got
TN,ham,ham,effect irritation ignore
TN,ham,ham,one
TN,ham,ham,think tantrums finished yeah ill point
TN,ham,ham,compliments away system side
TN,ham,ham,happened adventuring
TN,ham,ham,hey chief give bell get need talk royal visit june
TN,ham,ham,ok another number
TN,ham,ham,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop
TN,ham,ham,aiyah ok wat long got improve already wat
TP,spam,spam,want explicit sex secs ring costs gsex pobox
TN,ham,ham,cant believe attached seeing every day know best get babe go teach class midnight
TN,ham,ham,sleepingand surfing
FN,spam,ham,asked chatlines inclu free mins india cust servs sed yes got mega bill dont giv shit bailiff due days want
TN,ham,ham,yeah jus rite
TN,ham,ham,armand says get ass epsilon
TN,ham,ham,u still havent got urself jacket ah
TN,ham,ham,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready
TN,ham,ham,hi durban still number
TN,ham,ham,ic lotta childporn cars
TP,spam,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
TN,ham,ham,trying weekend v
TN,ham,ham,know wot people wear shirts jumpers hat belt know r cribbs
TN,ham,ham,cool time think get
TN,ham,ham,wen get spiritual deep thats great
TN,ham,ham,safe trip nigeria wish happiness soon company share moments
TN,ham,ham,hahahause brain dear
TN,ham,ham,well keep mind ive got enough gas one round trip barring sudden influx cash
TN,ham,ham,yeh indians nice tho kane bit shud go drink sometime soon mite hav go da works laugh soon love pete x x
TN,ham,ham,yes thats u texted pshewmissing much
TN,ham,ham,meant calculation ltgt units ltgt school really expensive started practicing accent important decided dental school youll nmde exam
TN,ham,ham,sorry ill call later
TN,ham,ham,arent next ltgt hours imma flip shit
TN,ham,ham,anything lor juz us lor
TN,ham,ham,get dump heap mom decided come lowes boring
TN,ham,ham,ok lor sony ericsson salesman ask shuhui say quite gd use considering
TN,ham,ham,ard like dat lor
TN,ham,ham,dont wait til least wednesday see get
TN,ham,ham,huh lei
TP,spam,spam,reminder get pounds free call credit details great offers pls reply text valid name house postcode
TP,spam,spam,time tried contact u u pound prize claim easy call per minute btnationalrate
TN,ham,ham,b going esplanade fr home
TN,ham,ham,pity mood soany suggestions
TN,ham,ham,guy bitching acted like id interested buying something else next week gave us free
TN,ham,ham,rofl true name
